frequency_hz,total_db,broadband_db,tonal_db
25,5.255639179,5.255639179,-120
25.66401863,4.40142077,4.40142077,-120
26.34567642,4.344333636,4.344333636,-120
27.04543686,4.667789781,4.667789781,-120
27.76378441,4.740237223,4.740237223,-120
28.50121307,3.951781193,3.951781193,-120
29.25822639,3.669600534,3.669600534,-120
30.03534889,3.846260586,3.846260586,-120
30.83311081,4.37145357,4.37145357,-120
31.65206146,4.226898351,4.226898351,-120
32.49276352,2.501241965,2.501241965,-120
33.35579681,0.8966840653,0.8966840653,-120
34.24175262,-0.08480737605,-0.08480737605,-120
35.1512413,0.03617147122,0.03617147122,-120
36.08488464,-1.72605573,-1.72605573,-120
37.04332733,-2.737639169,-2.737639169,-120
38.02722931,-2.863429098,-2.863429098,-120
39.03726196,-2.439676955,-2.439676955,-120
40.07411957,-2.06724078,-2.06724078,-120
41.13851929,-3.160460926,-3.160460926,-120
42.23119354,-3.650684003,-3.650684003,-120
43.3528862,-2.581197387,-2.581197387,-120
44.50437164,-2.275583648,-2.275583648,-120
45.68644333,-2.027625167,-2.027625167,-120
46.89990997,-0.8600718097,-0.8600718097,-120
48.14560699,0.07573104574,0.07573104574,-120
49.4243927,-1.079736449,-1.079736449,-120
50.73714447,10.15258119,10.15258119,-120
52.08476257,11.05859319,11.05859319,-120
53.46817398,10.02109727,10.02109727,-120
54.88832855,10.59455659,10.59455659,-120
56.34620667,10.44706925,10.44706925,-120
57.84280396,10.17279842,10.17279842,-120
59.37915421,9.90373044,9.90373044,-120
60.95631027,9.449968019,9.449968019,-120
62.57535934,8.788378369,8.788378369,-120
64.2374115,7.747373584,7.747373584,-120
65.94360352,8.016975202,8.016975202,-120
67.69511414,7.511005646,7.511005646,-120
69.4931488,6.937073099,6.937073099,-120
71.33894348,6.474114871,6.474114871,-120
73.23376465,6.893511832,6.893511832,-120
75.1789093,6.983916136,6.983916136,-120
77.17572021,5.44683957,5.44683957,-120
79.22556305,5.286371474,5.286371474,-120
81.32985687,5.342537479,5.342537479,-120
83.49004364,5.038791297,5.038791297,-120
85.70760345,4.596020971,4.596020971,-120
87.98406219,5.16532491,5.16532491,-120
90.32098389,4.125259928,4.125259928,-120
92.71998596,4.725564016,4.725564016,-120
95.18269348,5.518526192,5.518526192,-120
97.71082306,4.864640473,4.864640473,-120
100.3060989,3.1086455,3.1086455,-120
102.9703064,2.693760792,2.693760792,-120
105.7052765,1.916152853,1.916152853,-120
108.5128937,0.9575751979,0.9575751979,-120
111.3950806,1.434131268,1.434131268,-120
114.3538208,1.45781649,1.45781649,-120
117.3911438,1.850819534,1.850819534,-120
120.5091476,3.536455416,3.536455416,-120
123.7099609,2.294328504,2.294328504,-120
126.9957962,3.631746345,3.631746345,-120
130.3688965,4.416758208,4.416758208,-120
133.831604,4.386754142,4.386754142,-120
137.3862762,4.085960713,4.085960713,-120
141.0353546,5.026085933,5.026085933,-120
144.7813721,6.829928749,6.829928749,-120
148.6268768,6.263481984,6.263481984,-120
152.5745239,4.543882621,4.543882621,-120
156.6270142,2.473415598,2.473415598,-120
160.7871552,2.117053992,2.117053992,-120
165.057785,10.93952149,10.93952149,-120
169.4418488,11.46550258,11.46550258,-120
173.9423523,11.36487344,11.36487344,-120
178.5623932,12.82001807,12.82001807,-120
183.3051453,12.85819113,12.85819113,-120
188.1738739,12.93158766,12.93158766,-120
193.1719208,12.00680223,12.00680223,-120
198.3027191,12.64760325,12.64760325,-120
203.5697937,13.00834708,13.00834708,-120
208.9767609,11.4539175,11.4539175,-120
214.527359,9.577988853,9.577988853,-120
220.2253571,8.654548534,8.654548534,-120
226.0747223,8.601343251,8.601343251,-120
232.0794373,7.747915742,7.747915742,-120
238.2436523,7.449318257,7.449318257,-120
244.5715942,7.283905072,7.283905072,-120
251.0675964,7.740281601,7.740281601,-120
257.736145,7.216258499,7.216258499,-120
264.5818176,8.607657189,8.607657189,-120
271.609314,9.347988747,9.347988747,-120
278.8234863,8.680326628,8.680326628,-120
286.229248,8.216983558,8.216983558,-120
293.8317261,9.446077909,9.446077909,-120
301.6361084,9.622738089,9.622738089,-120
309.6477966,8.422400847,8.422400847,-120
317.8722839,7.677359574,7.677359574,-120
326.3152161,6.961605066,6.961605066,-120
334.9824219,6.458653913,6.458653913,-120
343.8797913,6.44881502,6.44881502,-120
353.0135193,6.366957776,6.366957776,-120
362.3898315,6.389309965,6.389309965,-120
372.0151978,5.526798862,5.526798862,-120
381.8962097,5.026660226,5.026660226,-120
392.0396729,6.723571669,6.723571669,-120
402.4525452,6.927269265,6.927269265,-120
413.1419983,7.152229615,7.152229615,-120
424.1153564,6.108922991,6.108922991,-120
435.380188,6.375741543,6.375741543,-120
446.9442444,6.990471818,6.990471818,-120
458.8154297,25.84824783,7.209692231,25.78841813
471.0019226,35.18435555,5.159820887,35.18003492
483.512085,48.12383983,4.99375174,48.12362859
496.3545532,50.11560282,5.373793535,50.11545707
509.5381165,40.29864416,5.89626736,40.29706791
523.0718384,26.87908954,5.918778986,26.8441353
536.9650269,23.29933459,6.329034151,23.21119853
551.2272339,7.548571901,7.548571901,-120
565.8682861,6.853451411,6.853451411,-120
580.8981323,6.83418403,6.83418403,-120
596.3272705,8.360307198,8.360307198,-120
612.1661987,7.570135291,7.570135291,-120
628.4257812,6.01140843,6.01140843,-120
645.1172485,6.423485045,6.423485045,-120
662.2520752,6.743571352,6.743571352,-120
679.842041,6.317990575,6.317990575,-120
697.8991699,7.572161161,7.572161161,-120
716.4359131,7.950073638,7.950073638,-120
735.4649658,8.831271661,8.831271661,-120
754.9995117,7.846730904,7.846730904,-120
775.0528564,7.367394556,7.367394556,-120
795.638916,9.45452181,9.45452181,-120
816.7716675,9.747922455,9.747922455,-120
838.4657593,7.648608224,7.648608224,-120
860.736084,7.953554513,7.953554513,-120
883.5979004,8.730040605,8.730040605,-120
907.0669556,11.2546072,10.14260215,4.793686335
931.1593628,13.42772776,9.499534128,11.17476409
955.8916626,24.39953378,7.94414955,24.30017544
981.2808838,30.14856557,8.914366399,30.11575575
1007.344482,26.33789774,9.547526872,26.24599376
1034.100342,15.0206393,8.660056407,13.87891173
1061.566772,10.80563552,9.538918149,4.836614532
1089.762817,10.77052904,10.13413997,2.115603346
1118.707764,8.835991531,8.835991531,-120
1148.421509,9.167180155,9.167180155,-120
1178.924561,11.79004442,11.79004442,-120
1210.237671,11.82709408,11.82709408,-120
1242.382568,9.919967686,9.919967686,-120
1275.381226,9.727111208,9.727111208,-120
1309.256226,9.113197104,9.113197104,-120
1344.031128,9.009975586,8.953385347,-9.868716682
1379.729614,9.833399986,9.722306568,-6.14298811
1416.376343,11.20799387,9.722256415,5.827860295
1453.99646,15.84787425,9.448715485,14.71767925
1492.615723,16.27469496,9.215086946,15.3228974
1532.260742,11.01540538,8.478089872,7.474241058
1572.95874,9.429618078,9.280099764,-5.27582579
1614.737793,10.19108466,10.15179176,-10.26324986
1657.626465,9.271862269,9.271862269,-120
1701.654297,8.633592106,8.633592106,-120
1746.851562,9.166810417,9.166810417,-120
1793.249268,10.46825098,10.46164167,-17.71133506
1840.879395,10.25988809,10.24081834,-13.32403672
1889.774536,10.71307174,10.43419879,-1.34939789
1939.968506,11.81883485,10.22112304,6.701583447
1991.495483,12.69280314,11.31167031,7.045033708
2044.391235,10.76055983,10.4161927,-0.4181123412
2098.691895,10.41074494,10.38993028,-12.79380752
2154.43457,10.31975981,10.31368356,-18.22476498
2211.658203,10.42824988,10.42423679,-19.91681082
2270.401611,9.820611718,9.812273194,-17.35050846
2330.705078,9.790956986,9.723616997,-8.337782184
2392.610596,11.05007018,10.4191481,2.360341671
2456.160156,11.14797931,9.313401761,6.520450912
2521.397705,10.28931553,9.357449247,3.147403333
2588.36792,9.677572772,9.584239528,-7.046489791
2657.116943,8.894789296,8.879466013,-15.63719501
2727.692139,9.481910671,9.469122043,-15.83408572
2800.141602,10.41351612,10.3501668,-7.978543692
2874.515625,10.57162573,9.910895683,2.067845766
2950.86499,11.46907803,10.125482,5.719429974
3029.242188,10.78691015,10.14332995,2.177276785
3109.701172,10.46697685,10.39903703,-7.623547956
3192.297363,10.78483362,10.77237137,-14.64327281
3277.087158,10.33993083,10.25105942,-6.594651409
3364.12915,10.30215903,9.550719218,2.312954113
3453.483154,10.84490151,9.531978927,5.009513683
3545.210205,10.62640703,10.14694634,0.8185689274
3639.373779,10.54936279,10.50015859,-8.933037351
3736.03833,11.69165476,11.64120321,-7.682644851
3835.270508,12.28874585,11.92922217,1.289655948
3937.138184,12.08912284,11.25739177,4.501878396
4041.71167,11.02397512,10.56351249,1.049878558
4149.0625,10.43046527,10.35810255,-7.38836007
