frequency_hz,total_db,broadband_db,tonal_db
4259.265137,10.48001286,10.27079405,-2.796012299
4372.394531,11.34750343,10.60860665,3.291286477
4488.528809,11.35526119,10.64952363,3.115759048
4607.747559,11.3039663,11.14165883,-3.05139269
4730.132812,11.25483436,11.08879021,-3.003530626
4855.768555,11.68598942,11.07830958,2.844596999
4984.741699,11.76706377,11.17735874,2.804052345
5117.140625,11.3533071,11.17689825,-2.647238118
5253.055664,11.67192362,11.41512684,-0.7377894017
5392.581055,12.85647824,12.38817487,2.951860077
5535.812012,12.72071355,12.43533377,0.7551939474
5682.847656,13.066206,12.937505,-2.280009394
5833.788086,13.0741965,12.73513909,1.830659935
5988.738281,12.932922,12.60480439,1.552348394
6147.803711,12.87609038,12.72411138,-1.759684886
6311.094238,13.40166844,13.13049116,1.221475088
6478.72168,13.5343322,13.26828754,1.273691229
6650.801758,13.54098071,13.39553468,-1.28236372
6827.452148,13.75673794,13.50894164,1.196533963
7008.794434,13.64240379,13.429934,0.4317308458
7194.953613,14.04052326,13.89007567,-0.6384741743
7386.057129,14.45192214,14.24658438,1.096502989
7582.236816,14.98667668,14.86519057,-0.6065017099
7783.626465,14.53679081,14.36806489,0.3466760022
7990.365723,14.30824595,14.13923365,0.125353948
8202.595703,14.40650549,14.26024245,-0.3929178164
8420.463867,14.72198101,14.56201123,0.3047779145
8644.117188,14.59824612,14.46601072,-0.6320694516
8873.711914,14.25182169,14.08067539,0.1223617023
9109.404297,14.43502223,14.29885089,-0.6698715506
9351.357422,14.79191693,14.64923445,-0.1133655588
9599.737305,14.56362973,14.42998851,-0.621458266
9854.712891,14.73472576,14.59168629,-0.1598818083
10116.46191,16.30436125,16.21256745,-0.4911647074
10385.16309,17.5403339,17.46634985,-0.1830673181
10661.00098,16.89390499,16.8112021,-0.350017089
10944.16602,17.56359496,17.49083435,-0.2316144717
11234.85156,17.62433317,17.55200988,-0.1968392833
11533.25781,17.57191206,17.49967873,-0.2546213252
11839.58984,17.3983305,17.32085517,-0.1265578956
12154.05859,17.96078562,17.89331107,-0.1593511804
12476.87988,17.41395072,17.33683619,-0.1310302526
12808.27539,18.44195504,18.38011522,-0.05408891664
13148.47363,18.99148385,18.93705562,-0.05530274097
13497.70703,18.49250444,18.43098995,-0.02628516693
13856.2168,18.86050085,18.80344048,0.01750469618
14224.24805,18.85895296,18.80191263,0.01444126752
14602.05566,18.21856278,18.15274278,-0.008570073442
14989.89746,19.20507681,19.15283149,-0.01838883035
15388.04102,18.65973558,18.60046401,-0.01924532351
15796.75879,18.71122686,18.65271371,-0.02330480033
16216.33301,18.12016648,18.05314613,-0.02907718044
16647.05078,18.24658951,18.18165525,-0.03894124644
17089.21094,18.11423204,18.04741132,-0.04786664534
17543.11328,17.7189586,17.64583985,-0.05510555956
18009.07227,17.89354914,17.82348807,-0.06450983442
18487.40625,17.52660926,17.45035484,-0.06665496458
18978.44727,17.43549062,17.35779988,-0.07744753098
19482.5293,17.9399466,17.87843266,-0.5788815462
20000,-0.9249281915,-4.461522973,-3.46587362
